player_id,first_name,last_name,name_x,last_season_x,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url_x,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur,club_id,club_code,name_y,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season_y,filename,url_y
745191,Ramón,Sosa,Ramón Sosa,2025,1023,ramon-sosa,Paraguay,Maracaná,Paraguay,1999-08-31 00:00:00,Second Striker,Attack,right,178.0,2030-06-30 00:00:00,Osvaldo Daniel Campo,https://img.a.transfermarkt.technology/portrait/header/745191-1731056200.jpg?lm=1,30.0,1.0,,https://www.transfermarkt.co.uk/ramon-sosa/profil/spieler/745191,BRA1,Sociedade Esportiva Palmeiras,10000000.0,13000000.0,1023,se-palmeiras-sao-paulo,Sociedade Esportiva Palmeiras,BRA1,,31,25.9,9,29.0,10,Nubank Parque,43713,+€31.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/se-palmeiras-sao-paulo/startseite/verein/1023
745927,Kevin,Serna,Kevin Serna,2025,2462,kevin-serna,Colombia,Popayán,Colombia,1997-12-17 00:00:00,Right Winger,Attack,right,182.0,2028-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/745927-1706027052.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/kevin-serna/profil/spieler/745927,BRA1,Fluminense Football Club,5000000.0,5000000.0,2462,fluminense-rio-de-janeiro,Fluminense Football Club,BRA1,,33,29.7,11,33.3,4,Estádio Jornalista Mário Filho,82238,€-6.76m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fluminense-rio-de-janeiro/startseite/verein/2462
749559,,Victor Hugo,Victor Hugo,2025,330,victor-hugo,Brazil,Rio de Janeiro,Brazil,2004-05-11 00:00:00,Central Midfield,Midfield,left,184.0,2030-12-31 00:00:00,Roc Nation Sports,https://img.a.transfermarkt.technology/portrait/header/749559-1730196132.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/victor-hugo/profil/spieler/749559,BRA1,Clube Atlético Mineiro,7000000.0,7000000.0,330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
752560,,Gustavo Maia,Gustavo Maia,2024,8718,gustavo-maia,Brazil,Brasília,Brazil,2001-01-22 00:00:00,Left Winger,Attack,right,168.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/752560-1759502622.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/gustavo-maia/profil/spieler/752560,BRA1,Sport Club do Recife,,,8718,sport-club-do-recife,Sport Club do Recife,BRA1,,29,27.1,1,3.4,0,Estádio Adelmar da Costa Carvalho,35000,+€2.95m,Mariano Soso,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/sport-club-do-recife/startseite/verein/8718
787269,,Fabrício Daniel,Fabrício Daniel,2024,3876,fabricio-daniel,Brazil,Araraquara,Brazil,1997-07-23 00:00:00,Right Winger,Attack,left,182.0,2026-11-30 00:00:00,Clamber Global,https://img.a.transfermarkt.technology/portrait/header/787269-1662691470.jpg?lm=1,,,,https://www.transfermarkt.co.uk/fabricio-daniel/profil/spieler/787269,BRA1,Mirasol Futebol Clube,,,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
788361,,Moisés,Moisés,2025,221,moises,Brazil,Morro da Fumaça,Brazil,1996-09-02 00:00:00,Left Winger,Attack,right,177.0,2028-12-31 00:00:00,Jose Renato Martinez,https://img.a.transfermarkt.technology/portrait/header/788361-1730499627.jpg?lm=1,,,,https://www.transfermarkt.co.uk/moises/profil/spieler/788361,BRA1,Santos Futebol Clube,2000000.0,3000000.0,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
788861,,Matheus Babi,Matheus Babi,2024,10492,matheus-babi,Brazil,Macaé,Brazil,1997-07-18 00:00:00,Centre-Forward,Attack,right,191.0,,BMS,https://img.a.transfermarkt.technology/portrait/header/788861-1721247323.jpg?lm=1,,,,https://www.transfermarkt.co.uk/matheus-babi/profil/spieler/788861,BRA1,Esporte Clube Juventude,1500000.0,3500000.0,10492,esporte-clube-juventude,Esporte Clube Juventude,BRA1,,29,28.3,3,10.3,0,Estádio Alfredo Jaconi,23726,+€1.13m,Roger Machado,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-juventude/startseite/verein/10492
789856,,Caio Roque,Caio Roque,2025,537,caio-roque,Brazil,São Paulo,Brazil,2002-01-09 00:00:00,Left-Back,Defender,left,182.0,2026-12-31 00:00:00,Promanager,https://img.a.transfermarkt.technology/portrait/header/789856-1605295652.jpg?lm=1,,,,https://www.transfermarkt.co.uk/caio-roque/profil/spieler/789856,BRA1,S. A. F. Botafogo,400000.0,500000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
791721,,Kawê,Kawê,2025,8793,kawe,Brazil,São Paulo,Brazil,2002-06-22 00:00:00,Right Winger,Attack,right,175.0,2027-06-30 00:00:00,OTB Sports,https://img.a.transfermarkt.technology/portrait/header/791721-1660514082.jpg?lm=1,,,,https://www.transfermarkt.co.uk/kawe/profil/spieler/791721,BRA1,Red Bull Bragantino,300000.0,300000.0,8793,red-bull-bragantino,Red Bull Bragantino,BRA1,,39,25.6,9,23.1,3,Estádio Municipal Cicero De Souza Marques,12000,+€10.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-bragantino/startseite/verein/8793
793815,,Rezende,Rezende,2024,10010,rezende,Brazil,Rio de Janeiro,Brazil,1995-01-02 00:00:00,Defensive Midfield,Midfield,left,186.0,,LIFEPRO,https://img.a.transfermarkt.technology/portrait/header/793815-1626627110.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rezende/profil/spieler/793815,BRA1,Esporte Clube Bahia,,,10010,esporte-clube-bahia,Esporte Clube Bahia,BRA1,,32,26.6,9,28.1,3,Arena Fonte Nova,47364,+€8.14m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-bahia/startseite/verein/10010
794925,,Edson Carioca,Edson Carioca,2025,3876,edson-carioca,Brazil,Japeri,Brazil,1997-06-04 00:00:00,Centre-Forward,Attack,right,179.0,2028-12-31 00:00:00,Casa Soccer M9,https://img.a.transfermarkt.technology/portrait/header/794925-1674700502.jpg?lm=1,,,,https://www.transfermarkt.co.uk/edson-carioca/profil/spieler/794925,BRA1,Mirasol Futebol Clube,1500000.0,1500000.0,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
795619,,Léo Rafael,Léo Rafael,2024,2029,leo-rafael,Brazil,Campinas,Brazil,2001-04-25 00:00:00,Central Midfield,Midfield,right,182.0,2026-12-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/795619-1656600622.png?lm=1,,,,https://www.transfermarkt.co.uk/leo-rafael/profil/spieler/795619,BRA1,Ceará Sporting Club,,,2029,ceara-sporting-club,Ceará Sporting Club,BRA1,,29,28.0,2,6.9,0,Estádio Governador Plácido Castelo,63904,+€2.30m,Anderson Batatais,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ceara-sporting-club/startseite/verein/2029
796796,,Ian Luccas,Ian Luccas,2024,609,ian-luccas,Brazil,Ribeirão Preto,Brazil,2003-02-11 00:00:00,Defensive Midfield,Midfield,right,188.0,2026-12-31 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/796796-1678847801.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/ian-luccas/profil/spieler/796796,BRA1,Cruzeiro Esporte Clube,,,609,ec-cruzeiro-belo-horizonte,Cruzeiro Esporte Clube,BRA1,,30,26.8,7,23.3,3,Estádio Governador Magalhães Pinto,61927,€-36.26m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/ec-cruzeiro-belo-horizonte/startseite/verein/609
798167,,Felipinho,Felipinho,2024,10492,felipinho,Brazil,Itapetinga,Brazil,1997-01-13 00:00:00,Left-Back,Defender,left,177.0,2027-12-31 00:00:00,PGB SPORTS,https://img.a.transfermarkt.technology/portrait/header/798167-1682388129.jpg?lm=1,,,,https://www.transfermarkt.co.uk/felipinho/profil/spieler/798167,BRA1,Esporte Clube Juventude,,,10492,esporte-clube-juventude,Esporte Clube Juventude,BRA1,,29,28.3,3,10.3,0,Estádio Alfredo Jaconi,23726,+€1.13m,Roger Machado,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-juventude/startseite/verein/10492
802646,,Pierre,Pierre,2024,10870,pierre,Brazil,Rio de Janeiro,Brazil,2002-03-12 00:00:00,Central Midfield,Midfield,left,181.0,2029-12-31 00:00:00,Brazil Soccer,https://img.a.transfermarkt.technology/portrait/header/802646-1663640698.jpg?lm=1,,,,https://www.transfermarkt.co.uk/pierre/profil/spieler/802646,BRA1,Fortaleza Esporte Clube,,,10870,fortaleza-esporte-clube,Fortaleza Esporte Clube,BRA1,,29,27.1,5,17.2,0,Estádio Governador Plácido Castelo,63904,+€6.25m,Juan Pablo Vojvoda,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fortaleza-esporte-clube/startseite/verein/10870
808507,,Denilson,Denilson,2025,3876,denilson,Brazil,Nazaré do Piauí,Brazil,2001-03-23 00:00:00,Central Midfield,Midfield,right,180.0,2028-12-31 00:00:00,SportsInvest,https://img.a.transfermarkt.technology/portrait/header/808507-1663612393.jpg?lm=1,,,,https://www.transfermarkt.co.uk/denilson/profil/spieler/808507,BRA1,Mirasol Futebol Clube,2000000.0,2000000.0,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
808509,,Danilo,Danilo,2025,537,danilo,Brazil,Salvador,Brazil,2001-04-29 00:00:00,Central Midfield,Midfield,left,177.0,2029-06-30 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/808509-1780390517.jpg?lm=1,8.0,2.0,,https://www.transfermarkt.co.uk/danilo/profil/spieler/808509,BRA1,S. A. F. Botafogo,32000000.0,32000000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
809716,,Lucas Freitas,Lucas Freitas,2025,978,lucas-freitas,Brazil,Rio de Janeiro,Brazil,2001-01-20 00:00:00,Centre-Back,Defender,left,184.0,2027-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/809716-1706618899.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/lucas-freitas/profil/spieler/809716,BRA1,Club de Regatas Vasco da Gama,1000000.0,1000000.0,978,vasco-da-gama-rio-de-janeiro,Club de Regatas Vasco da Gama,BRA1,,32,26.1,10,31.3,5,Estádio São Januário,24584,+€23.85m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/vasco-da-gama-rio-de-janeiro/startseite/verein/978
811219,,Newton,Newton,2025,537,newton,Brazil,Salvador,Brazil,2000-03-12 00:00:00,Defensive Midfield,Midfield,right,188.0,2027-12-31 00:00:00,Talents Sports,https://img.a.transfermarkt.technology/portrait/header/811219-1716603349.jpg?lm=1,,,,https://www.transfermarkt.co.uk/newton/profil/spieler/811219,BRA1,S. A. F. Botafogo,3000000.0,3000000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
813044,,Elias Manoel,Elias Manoel,2025,537,elias-manoel,Brazil,Campinas,Brazil,2001-11-30 00:00:00,Centre-Forward,Attack,right,176.0,2027-12-31 00:00:00,LINK SPORTS,https://img.a.transfermarkt.technology/portrait/header/813044-1710581617.jpg?lm=1,,,,https://www.transfermarkt.co.uk/elias-manoel/profil/spieler/813044,BRA1,S. A. F. Botafogo,1500000.0,2000000.0,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
815558,,Martinelli,Martinelli,2025,2462,martinelli,Brazil,Presidente Prudente,Brazil,2001-10-05 00:00:00,Defensive Midfield,Midfield,right,176.0,2030-12-31 00:00:00,ADM Esporte,https://img.a.transfermarkt.technology/portrait/header/815558-1683291861.jpg?lm=1,,,,https://www.transfermarkt.co.uk/martinelli/profil/spieler/815558,BRA1,Fluminense Football Club,16000000.0,16000000.0,2462,fluminense-rio-de-janeiro,Fluminense Football Club,BRA1,,33,29.7,11,33.3,4,Estádio Jornalista Mário Filho,82238,€-6.76m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fluminense-rio-de-janeiro/startseite/verein/2462
816129,,Vanderlan,Vanderlan,2025,8793,vanderlan,Brazil,Brumado,Brazil,2002-09-07 00:00:00,Left-Back,Defender,left,183.0,2030-12-31 00:00:00,Talents Sports,https://img.a.transfermarkt.technology/portrait/header/816129-1658806524.jpg?lm=1,,,,https://www.transfermarkt.co.uk/vanderlan/profil/spieler/816129,BRA1,Red Bull Bragantino,3000000.0,4000000.0,8793,red-bull-bragantino,Red Bull Bragantino,BRA1,,39,25.6,9,23.1,3,Estádio Municipal Cicero De Souza Marques,12000,+€10.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-bragantino/startseite/verein/8793
816144,,Lucas Barbosa,Lucas Barbosa,2025,8793,lucas-barbosa,Brazil,Bebedouro,Brazil,2001-02-22 00:00:00,Right Winger,Attack,left,194.0,2029-12-31 00:00:00,Roc Nation Sports,https://img.a.transfermarkt.technology/portrait/header/816144-1654725465.jpg?lm=1,,,,https://www.transfermarkt.co.uk/lucas-barbosa/profil/spieler/816144,BRA1,Red Bull Bragantino,6000000.0,6000000.0,8793,red-bull-bragantino,Red Bull Bragantino,BRA1,,39,25.6,9,23.1,3,Estádio Municipal Cicero De Souza Marques,12000,+€10.50m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/red-bull-bragantino/startseite/verein/8793
816149,,Andrey Quintino,Andrey Quintino,2024,221,andrey-quintino,Brazil,Santos,Brazil,2002-08-05 00:00:00,Right Winger,Attack,right,176.0,,,https://img.a.transfermarkt.technology/portrait/header/816149-1678904393.jpg?lm=1,,,,https://www.transfermarkt.co.uk/andrey-quintino/profil/spieler/816149,BRA1,Santos Futebol Clube,,,221,fc-santos,Santos Futebol Clube,BRA1,,37,26.7,9,24.3,4,Estádio Urbano Caldeira,16068,+€7.21m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-santos/startseite/verein/221
818068,,Magrão,Magrão,2024,10870,magrao,Brazil,Pindoretama,Brazil,2000-05-15 00:00:00,Goalkeeper,Goalkeeper,right,197.0,2026-12-31 00:00:00,Kiraht Sports,https://img.a.transfermarkt.technology/portrait/header/818068-1676542364.jpg?lm=1,,,,https://www.transfermarkt.co.uk/magrao/profil/spieler/818068,BRA1,Fortaleza Esporte Clube,300000.0,300000.0,10870,fortaleza-esporte-clube,Fortaleza Esporte Clube,BRA1,,29,27.1,5,17.2,0,Estádio Governador Plácido Castelo,63904,+€6.25m,Juan Pablo Vojvoda,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/fortaleza-esporte-clube/startseite/verein/10870
825780,,Zé Vitor,Zé Vitor,2025,2125,ze-vitor,Brazil,Goiânia,Brazil,2000-05-02 00:00:00,Central Midfield,Midfield,right,194.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/825780-1674929981.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ze-vitor/profil/spieler/825780,BRA1,Esporte Clube Vitória,500000.0,600000.0,2125,esporte-clube-vitoria,Esporte Clube Vitória,BRA1,,39,28.3,7,17.9,0,Estádio Manoel Barradas,30793,+€1.36m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/esporte-clube-vitoria/startseite/verein/2125
828045,Miguel,Monsalve,Miguel Monsalve,2025,210,miguel-monsalve,Colombia,Medellín,Colombia,2004-02-27 00:00:00,Attacking Midfield,Midfield,right,178.0,2028-12-31 00:00:00,Goal Management SAS,https://img.a.transfermarkt.technology/portrait/header/828045-1660018898.jpg?lm=1,17.0,3.0,,https://www.transfermarkt.co.uk/miguel-monsalve/profil/spieler/828045,BRA1,Grêmio Foot-Ball Porto Alegrense,3500000.0,6000000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210
829378,Braian,Aguirre,Braian Aguirre,2025,6600,braian-aguirre,Argentina,Rafael Calzada,Argentina,2000-07-28 00:00:00,Right-Back,Defender,right,175.0,2028-12-31 00:00:00,AS1,https://img.a.transfermarkt.technology/portrait/header/829378-1721934132.png?lm=1,,,,https://www.transfermarkt.co.uk/braian-aguirre/profil/spieler/829378,BRA1,Sport Club Internacional,2500000.0,3000000.0,6600,sc-internacional-porto-alegre,Sport Club Internacional,BRA1,,32,26.7,9,28.1,3,Estádio Beira-Rio,50848,+€41.39m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-internacional-porto-alegre/startseite/verein/6600
834444,,Victor Gabriel,Victor Gabriel,2025,6600,victor-gabriel,Brazil,Tuntum,Brazil,2004-04-28 00:00:00,Centre-Back,Defender,left,187.0,2029-12-31 00:00:00,Fatto Gestão,https://img.a.transfermarkt.technology/portrait/header/834444-1743042084.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/victor-gabriel/profil/spieler/834444,BRA1,Sport Club Internacional,5000000.0,5000000.0,6600,sc-internacional-porto-alegre,Sport Club Internacional,BRA1,,32,26.7,9,28.1,3,Estádio Beira-Rio,50848,+€41.39m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/sc-internacional-porto-alegre/startseite/verein/6600
834445,,Serafim,Serafim,2024,537,serafim,Brazil,Campinas,Brazil,2004-05-16 00:00:00,Centre-Back,Defender,right,185.0,,Promanager,https://img.a.transfermarkt.technology/portrait/header/834445-1739971022.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/serafim/profil/spieler/834445,BRA1,S. A. F. Botafogo,,,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
834467,,Kauê,Kauê,2024,537,kaue,Brazil,Quissamã,Brazil,2004-10-22 00:00:00,Central Midfield,Midfield,right,174.0,2030-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/834467-1737133520.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/kaue/profil/spieler/834467,BRA1,S. A. F. Botafogo,,,537,botafogo-rio-de-janeiro,S. A. F. Botafogo,BRA1,,34,26.2,13,38.2,5,Estádio Olímpico Nilton Santos,46931,+€40.04m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/botafogo-rio-de-janeiro/startseite/verein/537
834898,,Vitinho,Vitinho,2024,330,vitinho,Brazil,São Carlos,Brazil,2004-11-11 00:00:00,Defensive Midfield,Midfield,,178.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/834898-1690982234.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/vitinho/profil/spieler/834898,BRA1,Clube Atlético Mineiro,200000.0,200000.0,330,clube-atletico-mineiro,Clube Atlético Mineiro,BRA1,,33,25.7,9,27.3,6,Arena MRV,44892,€-1.24m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/clube-atletico-mineiro/startseite/verein/330
837534,,Luiz Filipe,Luiz Filipe,2025,3876,luiz-filipe,Brazil,Carmésia,Brazil,2001-05-28 00:00:00,Right Winger,Attack,right,174.0,2027-03-30 00:00:00,AS Football,https://img.a.transfermarkt.technology/portrait/header/837534-1660596996.jpg?lm=1,,,,https://www.transfermarkt.co.uk/luiz-filipe/profil/spieler/837534,BRA1,Mirasol Futebol Clube,100000.0,150000.0,3876,mirassol-futebol-clube-sp-,Mirasol Futebol Clube,BRA1,,32,30.1,1,3.1,0,Estádio Municipal José María de Campos Maia,14534,+€1.67m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/mirassol-futebol-clube-sp-/startseite/verein/3876
838386,,Leandro Mathias,Leandro Mathias,2024,585,leandro-mathias,Brazil,Campinas,Brazil,2004-11-14 00:00:00,Goalkeeper,Goalkeeper,left,188.0,,Un1que Football,https://img.a.transfermarkt.technology/portrait/header/838386-1759449306.png?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/leandro-mathias/profil/spieler/838386,BRA1,São Paulo Futebol Clube,,,585,fc-sao-paulo,São Paulo Futebol Clube,BRA1,,42,26.4,9,21.4,3,MorumBIS,72039,+€24.69m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/fc-sao-paulo/startseite/verein/585
838387,,Léo Mana,Léo Mana,2024,199,leo-mana,Brazil,São Paulo,Brazil,2004-04-06 00:00:00,Right-Back,Defender,right,179.0,2026-07-31 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/838387-1719453799.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/leo-mana/profil/spieler/838387,BRA1,Sport Club Corinthians Paulista,,,199,corinthians-sao-paulo,Sport Club Corinthians Paulista,BRA1,,34,27.2,7,20.6,3,Neo Química Arena,49205,+€2.19m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/corinthians-sao-paulo/startseite/verein/199
839031,Leonel,Pérez,Leonel Pérez,2025,210,leonel-perez,Argentina,Rafael Castillo,Argentina,2004-08-09 00:00:00,Defensive Midfield,Midfield,right,186.0,2029-12-31 00:00:00,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/839031-1755536662.jpg?lm=1,,,,https://www.transfermarkt.co.uk/leonel-perez/profil/spieler/839031,BRA1,Grêmio Foot-Ball Porto Alegrense,6000000.0,6000000.0,210,gremio-porto-alegre,Grêmio Foot-Ball Porto Alegrense,BRA1,,34,26.5,11,32.4,3,Arena do Grêmio,60540,€-6.38m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/gremio-porto-alegre/startseite/verein/210
842370,,João Victor,João Victor,2024,2029,joao-victor,Brazil,Caxias,Brazil,2004-04-27 00:00:00,Left Winger,Attack,both,167.0,2028-06-30 00:00:00,Roc Nation Sports,https://img.a.transfermarkt.technology/portrait/header/842370-1761317237.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/joao-victor/profil/spieler/842370,BRA1,Ceará Sporting Club,,,2029,ceara-sporting-club,Ceará Sporting Club,BRA1,,29,28.0,2,6.9,0,Estádio Governador Plácido Castelo,63904,+€2.30m,Anderson Batatais,2024,../data/raw/transfermarkt-scraper/2024/clubs.json.gz,https://www.transfermarkt.co.uk/ceara-sporting-club/startseite/verein/2029
844797,José Manuel,López,José Manuel López,2025,1023,jose-manuel-lopez,Argentina,San Lorenzo,Argentina,2000-12-06 00:00:00,Centre-Forward,Attack,left,190.0,2029-12-31 00:00:00,Proyecta Players,https://img.a.transfermarkt.technology/portrait/header/844797-1739618753.jpg?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/jose-manuel-lopez/profil/spieler/844797,BRA1,Sociedade Esportiva Palmeiras,25000000.0,25000000.0,1023,se-palmeiras-sao-paulo,Sociedade Esportiva Palmeiras,BRA1,,31,25.9,9,29.0,10,Nubank Parque,43713,+€31.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/se-palmeiras-sao-paulo/startseite/verein/1023
849582,Agustín,Giay,Agustín Giay,2025,1023,agustin-giay,Argentina,San Carlos Centro,Argentina,2004-01-16 00:00:00,Right-Back,Defender,right,180.0,2030-12-31 00:00:00,ADMIRA PARTNERS UK,https://img.a.transfermarkt.technology/portrait/header/849582-1746578372.jpg?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/agustin-giay/profil/spieler/849582,BRA1,Sociedade Esportiva Palmeiras,10000000.0,11000000.0,1023,se-palmeiras-sao-paulo,Sociedade Esportiva Palmeiras,BRA1,,31,25.9,9,29.0,10,Nubank Parque,43713,+€31.54m,,2025,../data/raw/transfermarkt-scraper/2025/clubs.json.gz,https://www.transfermarkt.co.uk/se-palmeiras-sao-paulo/startseite/verein/1023
